('37.83846303967896', '-122.25810840347302')
('37.88431897521581', '-122.2714243934979')
('37.88431897521581', '-122.2714243934979')
('37.865256857406216', '-122.29151556678')
('37.86971243851634', '-122.28407845098126')
('37.86030472245405', '-122.26097123906074')
('37.86463746057069', '-122.25953819654721')
('37.848568268024074', '-122.26607888369468')
('37.87433378355874', '-122.29049318689368')
('37.88998983228044', '-122.25806447800196')
('37.850790086493426', '-122.26559436664496')
('37.852122559578284', '-122.28070477521598')
('37.853418712332925', '-122.26091601436832')
('37.84412506324025', '-122.25958801847914')
('37.8467303933866', '-122.26486179476767')
('37.834309207667125', '-122.25329995623424')
('37.84565235358552', '-122.21165071264224')
('37.88098879088508', '-122.26902957997234')
('37.889456875864646', '-122.26231157887077')
('37.87238624332187', '-122.27823878488213')
('37.8342364910821', '-122.27076834347096')
('37.85388581552556', '-122.25931216699239')
('37.865203052340554', '-122.28126631806781')
('37.856989111172', '-122.26382493663998')
('37.870156903214784', '-122.28529822454882')
('37.83266617158513', '-122.26521276235488')
('37.85460384635092', '-122.25612676090704')
('37.852286899888306', '-122.25731124349194')
('37.877669998104146', '-122.27454007654339')
('37.84500656523304', '-122.25561037046477')
('37.858176292213415', '-122.25256451686649')
('37.86583508609126', '-122.2533276848219')
('37.85919964797786', '-122.25249697665342')
('37.87556627448606', '-122.27759791764353')
('37.8400374353675', '-122.21182081241228')
('37.874686092995844', '-122.27857954658252')
('37.865101753119866', '-122.27554077168253')
('37.86040074502047', '-122.28513901717405')
('37.84433212081615', '-122.28793559331558')
('37.87524284976626', '-122.2776635748')
('37.85846108867587', '-122.28109975981705')
('37.831448351421486', '-122.27320847974978')
('37.83140435729231', '-122.2583076356729')
('37.88130628163081', '-122.28031641137673')
('37.837221719349756', '-122.2833720509288')
('37.8476909482624', '-122.2614683543761')
('37.83127778514994', '-122.24530507987141')
('37.88432858254368', '-122.2741594605955')
('37.858612815997915', '-122.28506741182849')
('37.83942209272971', '-122.28749736636962')
('37.85752196163069', '-122.2529909137813')
('37.84070027827501', '-122.22724932897873')
('37.873651978710384', '-122.27718710486572')
('37.8541647777071', '-122.26794045232712')
('37.88081627113062', '-122.26899722176645')
('37.88334087190355', '-122.26411089551037')
('37.836076389466754', '-122.28125710043963')
('37.86063080556012', '-122.27278174855113')
('37.860278968615425', '-122.27886920788785')
('37.832307331142395', '-122.2615151751526')
('37.84350983921023', '-122.28658638583819')
('37.88717223564718', '-122.26913151445868')
('37.847196818142095', '-122.25331914025327')
('37.87324718521196', '-122.27325434065341')
('37.85630436813052', '-122.2723640092513')
('37.85535849793622', '-122.28793102254124')
('37.850491754658805', '-122.24294547077292')
('37.88753482462417', '-122.2645498943707')
('37.84665910190553', '-122.27060289815209')
('37.87417743449011', '-122.27047189982054')
('37.83199311392732', '-122.27763953571564')
('37.8325433541035', '-122.27007522903861')
('37.84544841583008', '-122.25453650673442')
('37.86925732614181', '-122.24534994989126')
('37.86925732614181', '-122.24534994989126')
('37.83558521553548', '-122.26374401912976')
('37.84210660747998', '-122.26481437783562')
('37.8448943657305', '-122.25790509003507')
('37.853701979361766', '-122.28508607996119')
('37.886765549732964', '-122.26937758755219')
('37.87744929575543', '-122.25948912330257')
('37.88367227095798', '-122.25484779748672')
('37.83455152242561', '-122.26102437689934')
('37.88551868545207', '-122.25330970066076')
('37.87917297620548', '-122.26727009259172')
('37.88350765588981', '-122.27275812598516')
('37.85540518182271', '-122.27699928171727')
('37.876687527755074', '-122.26638270309209')
('37.871484596029376', '-122.26894754916208')
('37.88133812129472', '-122.24651207195514')
('37.842708473814675', '-122.29461177005356')
('37.847050230814006', '-122.282541556584')
('37.8395666316926', '-122.25877611455658')
('37.8725320801391', '-122.29193110156622')
('37.83213127409045', '-122.26401418625288')
('37.89035240426183', '-122.26638894538077')
('37.844910304753974', '-122.26168648083433')
('37.88553720947709', '-122.2891697495187')
('37.866995543272154', '-122.2491202763031')
('37.87382324561519', '-122.26529587140988')
('37.832869899798844', '-122.25444692974358')
('37.874529625297505', '-122.28726118789345')
('37.871311500849764', '-122.27388846042429')
('37.861091605504896', '-122.26919819316774')
('37.8631249481495', '-122.2804119254305')
('37.83755740691364', '-122.26570117182077')
('37.87870657805841', '-122.27793221910869')
('37.854863981698955', '-122.27429957071608')
('37.8584666907409', '-122.26078462376987')
('37.863456518253884', '-122.28021872119513')
('37.8733784718724', '-122.28322633217728')
('37.87442237258726', '-122.29423046014062')
('37.847820593489594', '-122.2761221430061')
('37.830807769038955', '-122.27945578207228')
('37.858972820932294', '-122.25495393486743')
('37.86572132792113', '-122.27128237366537')
('37.84378421079648', '-122.27267359601016')
('37.83426942068401', '-122.24991020659745')
('37.880041212178035', '-122.26290011371333')
('37.879763672406696', '-122.28604032222506')
('37.86548073984071', '-122.27314620836493')
('37.85317576128382', '-122.27442306772978')
('37.86964755285106', '-122.28990400446943')
('37.850414380819984', '-122.26378968036363')
('37.85310941472743', '-122.2679834095103')
('37.8819703347046', '-122.29256214596555')
('37.86930858003909', '-122.26656236454518')
('37.86308676005642', '-122.25490456455857')
('37.830260433044316', '-122.26404877310301')
('37.86533085390058', '-122.28244358461214')
('37.84557654524634', '-122.28418517138559')
('37.84447000780349', '-122.26370175053238')
('37.88462226221113', '-122.27514750221229')
('37.845239251676475', '-122.25647390684757')
('37.86904361190926', '-122.2538652448693')
('37.883010109337135', '-122.28609884032363')
('37.85811715547042', '-122.26403634098219')
('37.88410154141879', '-122.28534481298146')
('37.87602295813268', '-122.26732600193696')
('37.86540795934298', '-122.27234421152093')
('37.875828267058004', '-122.29139611200661')
('37.83596915824783', '-122.25622536336549')
('37.854425136426684', '-122.27555953231098')
('37.86013037108676', '-122.25925309030212')
('37.86406556472898', '-122.28138074665375')
('37.86400005516351', '-122.25975877805175')
('37.86400005516351', '-122.25975877805175')
('37.85426836595192', '-122.27739583899002')
('37.8612437827506', '-122.29464470087454')
('37.836785186306756', '-122.21455560476194')
('37.83868968880367', '-122.27845901811679')
('37.84554800752545', '-122.25960141689382')
('37.85467776938034', '-122.27019413351508')
('37.867655996296996', '-122.2462251866217')
('37.879400293394994', '-122.28322254389023')
('37.85738456449493', '-122.26341526651673')
('37.85031563852649', '-122.2749238746399')
('37.88802859621307', '-122.28873979986072')
('37.886782279336146', '-122.25796915407497')
('37.86328341550315', '-122.25237267763058')
('37.88629613088562', '-122.26369716527292')
('37.831693680904465', '-122.26826230730964')
('37.835018124767565', '-122.26092067598101')
('37.854788320314164', '-122.25537976144233')
('37.83782084736628', '-122.24794774780295')
('37.834545562120205', '-122.27810078686328')
('37.83355379597606', '-122.27169084315163')
('37.878998155845196', '-122.26900053569808')
('37.8753212423257', '-122.26802507916213')
('37.83798152783928', '-122.26867005716613')
('37.839732975516156', '-122.26807811117082')
('37.8762442273948', '-122.27047217452')
('37.88585311029764', '-122.274143519381')
('37.8503740419234', '-122.26015322794719')
('37.83781158114432', '-122.22763903324994')
('37.88519784566781', '-122.2532765030529')
('37.87067473352118', '-122.29226664164682')
('37.83193627724249', '-122.26537594050724')
('37.83410443793418', '-122.25341880200538')
('37.83750535546529', '-122.25184467890635')
('37.83803821585706', '-122.24651481204427')
('37.8573711303026', '-122.27262434102997')
('37.875120482390145', '-122.26647163193827')
('37.85114028259686', '-122.26641359206897')
('37.83187269775616', '-122.26504672721796')
('37.830505144979', '-122.25247415224814')
('37.85073238378658', '-122.2782135461842')
('37.84066271805041', '-122.26017540836946')
('37.84214193780793', '-122.24540756568405')
('37.86103961020987', '-122.26089099445157')
('37.84265546840694', '-122.25529972180111')
('37.856150488058574', '-122.26136638570753')
('37.88515846797534', '-122.2723086497953')
('37.87715530180231', '-122.29075603999452')
('37.87761838915809', '-122.2940263534011')
('37.88547307493868', '-122.25265821075389')
('37.87543689935777', '-122.2746522873599')
('37.87080578641562', '-122.2742210887912')
('37.83137986936537', '-122.2698665711302')
('37.835326559463105', '-122.27219998762546')
('37.84013207585896', '-122.23034050633412')
('37.86359308632552', '-122.28052633494431')
('37.86966944763944', '-122.26643149249334')
('37.84486256799006', '-122.27367902036873')
('37.854599628674734', '-122.25682957390221')
('37.85751642996281', '-122.2214876881695')
('37.86125947392176', '-122.2758483235676')
('37.831237439485776', '-122.27700758857884')
('37.847229643871486', '-122.2840525262132')
('37.88555354617502', '-122.254979262122')
('37.883383454434714', '-122.28597783218115')
('37.83098380363489', '-122.25522958380105')
('37.864149469561504', '-122.27105849678962')
('37.89019966311971', '-122.28355228523792')
('37.86350850890023', '-122.25323402377867')
('37.869783498175124', '-122.27744862003293')
('37.87545772329908', '-122.28170184054188')
('37.860767757802336', '-122.27188574293476')
('37.869178372253565', '-122.28990322521824')
('37.847320765152716', '-122.26410295809475')
('37.83789863294753', '-122.21564403616256')
('37.87017109567815', '-122.28726187775183')
('37.84398332992294', '-122.28813912254986')
('37.8832477396058', '-122.28629130704664')
('37.84547478360261', '-122.21297381403654')
('37.83745123988354', '-122.21425168096498')
('37.8461675450164', '-122.28343770045616')
('37.83480250657936', '-122.27166938083616')
('37.86221814187611', '-122.29217704540659')
('37.83131574080019', '-122.27131449240524')
('37.876795130657406', '-122.2571735130119')
('37.888206777643845', '-122.26330453844855')
('37.8769285124378', '-122.26757524316277')
('37.869958288164106', '-122.26651711618909')
('37.85886923852839', '-122.24832502808285')
('37.8895739930529', '-122.2628264448594')
('37.869958288164106', '-122.26651711618909')
('37.85886923852839', '-122.24832502808285')
('37.8895739930529', '-122.2628264448594')
('37.83413673517509', '-122.27162629503621')
('37.83816558206934', '-122.27289780457497')
('37.88011172095578', '-122.27485971036498')
('37.88513380965224', '-122.2910111755099')
('37.88165674106005', '-122.26805387436247')
('37.831984795117016', '-122.26319300623884')
('37.84723440805108', '-122.26091613356411')
('37.84614627804571', '-122.27997878666895')
('37.85663171458594', '-122.27595186925352')
('37.88008489599738', '-122.26183469435907')
('37.836072188062296', '-122.21760540742066')
('37.8387656531998', '-122.27206471712478')
('37.84203685603327', '-122.26200651138106')
('37.84648162687051', '-122.29071243009842')
('37.83596443389932', '-122.22621384002338')
('37.889845807862145', '-122.27760772863704')
('37.878148089042476', '-122.28258133703645')
('37.8596689600392', '-122.2518680226438')
('37.87204508949458', '-122.27307623961175')
('37.88581043827915', '-122.29391323765162')
('37.833209427113914', '-122.27198837291976')
('37.851540916023495', '-122.27243059071803')
('37.8584812766072', '-122.27276591445049')
('37.886734749733314', '-122.26866070328474')
('37.85436037435472', '-122.2738970119185')
('37.889153576237604', '-122.29194902659832')
('37.88199923122442', '-122.26911070813338')
('37.888676945723084', '-122.29378270444819')
('37.86264534500909', '-122.27266358985017')
('37.84776270729899', '-122.26454981347503')
('37.86171360694686', '-122.29160349215006')
('37.83354512563371', '-122.25549992674937')
('37.83112143770886', '-122.2717966346223')
('37.887758458926896', '-122.28597960349124')
('37.88108483890766', '-122.28700744381587')
('37.83441860645427', '-122.25016493106287')
('37.84942160523386', '-122.27648410166259')
('37.87327491345737', '-122.27401007007413')
('37.8502748204406', '-122.25807358374306')
('37.862398335604084', '-122.27649402950871')
('37.83736051025546', '-122.26693054759878')
('37.86425631355997', '-122.2523021683249')
('37.88970667004771', '-122.28514465721724')
('37.8602758889406', '-122.27676006718266')
('37.83211216931354', '-122.26448278327965')
('37.83376281797566', '-122.26757562922066')
('37.8478568381849', '-122.27790461303475')
('37.832073432872455', '-122.27294991218595')
('37.85952999127694', '-122.28383398956774')
('37.83018332183387', '-122.27732706619638')
('37.87966862570445', '-122.28907641018847')
('37.88628617705267', '-122.25824439531037')
('37.883968182320686', '-122.28153312169466')
('37.889578260356984', '-122.28177557729671')
('37.84533482219086', '-122.23896321490722')
('37.87420376781376', '-122.27349332439844')
('37.833197237909495', '-122.26072824471899')
('37.830580572490646', '-122.29337348823502')
('37.85048075672573', '-122.27508065723184')
('37.84520385693861', '-122.24070725285361')
('37.88302172683691', '-122.24875597312818')
('37.89043926241653', '-122.27973398976977')
('37.881765149698644', '-122.2892294646583')
('37.86795831127997', '-122.27755876239874')
('37.83535143565651', '-122.26123383158149')
('37.86238948446093', '-122.27727613676788')
('37.882659308251895', '-122.28897605073371')
('37.88537312073287', '-122.29529991680367')
('37.83528197316249', '-122.25482059627643')
